Time,Vx,Vy
0.011145833,2.459972342,0.651724842
0.011171875,2.459972342,0.65104645
0.011197916,2.462886914,0.65104645
0.011223958,2.461429628,0.651724842
0.01125,2.462886914,0.65104645
0.011276041,2.462886914,0.65104645
0.011302083,2.462886914,0.65104645
0.011328125,2.461429628,0.65104645
0.011354166,2.461429628,0.651724842
0.011380208,2.459972342,0.651724842
0.01140625,2.461429628,0.65104645
0.011432291,2.459972342,0.65104645
0.011458333,2.462886914,0.651724842
0.011484375,2.462886914,0.65104645
0.011510416,2.462886914,0.65104645
0.011536458,2.462886914,0.651724842
0.0115625,2.462886914,0.651724842
0.011588541,2.462886914,0.651724842
0.011614583,2.462886914,0.65104645
0.011640625,2.462886914,0.65104645
0.011666666,2.462886914,0.65104645
0.011692708,2.464344201,0.65104645
0.01171875,2.464344201,0.65104645
0.011744791,2.464344201,0.650368058
0.011770833,2.465801487,0.650368058
0.011796875,2.464344201,0.650368058
0.011822916,2.464344201,0.650368058
0.011848958,2.465801487,0.649689666
0.011875,2.465801487,0.65104645
0.011901041,2.464344201,0.650368058
0.011927083,2.465801487,0.65104645
0.011953125,2.465801487,0.65104645
0.011979166,2.465801487,0.651724842
0.012005208,2.465801487,0.65104645
0.01203125,2.465801487,0.65104645
0.012057291,2.465801487,0.65104645
0.012083333,2.465801487,0.650368058
0.012109375,2.465801487,0.65104645
0.012135416,2.467258774,0.650368058
0.012161458,2.465801487,0.650368058
0.0121875,2.46871606,0.65104645
0.012213541,2.46871606,0.650368058
0.012239583,2.46871606,0.650368058
0.012265625,2.46871606,0.649689666
0.012291666,2.467258774,0.650368058
0.012317708,2.46871606,0.650368058
0.01234375,2.46871606,0.651724842
0.012369791,2.467258774,0.65104645
0.012395833,2.46871606,0.65104645
0.012421875,2.467258774,0.650368058
0.012447916,2.46871606,0.651724842
0.012473958,2.46871606,0.65104645
0.0125,2.46871606,0.65104645
0.012526041,2.46871606,0.65104645
0.012552083,2.46871606,0.650368058
0.012578125,2.470173346,0.650368058
0.012604166,2.46871606,0.650368058
0.012630208,2.46871606,0.650368058
0.01265625,2.46871606,0.650368058
0.012682291,2.46871606,0.650368058
0.012708333,2.46871606,0.650368058
0.012734375,2.46871606,0.649689666
0.012760416,2.46871606,0.649689666
0.012786458,2.470173346,0.650368058
0.0128125,2.46871606,0.65104645
0.012838541,2.46871606,0.650368058
0.012864583,2.470173346,0.650368058
0.012890625,2.470173346,0.650368058
0.012916666,2.470173346,0.65104645
0.012942708,2.470173346,0.65104645
0.01296875,2.46871606,0.650368058
0.012994791,2.46871606,0.650368058
0.013020833,2.470173346,0.651724842
0.013046875,2.471630633,0.65104645
0.013072916,2.471630633,0.650368058
0.013098958,2.470173346,0.650368058
0.013125,2.471630633,0.650368058
0.013151041,2.471630633,0.65104645
0.013177083,2.471630633,0.650368058
0.013203125,2.471630633,0.650368058
0.013229166,2.471630633,0.650368058
0.013255208,2.471630633,0.649011274
0.01328125,2.473087919,0.649689666
0.013307291,2.471630633,0.650368058
0.013333333,2.471630633,0.649011274
0.013359375,2.473087919,0.649011274
0.013385416,2.473087919,0.649689666
0.013411458,2.473087919,0.650368058
0.0134375,2.473087919,0.649689666
0.013463541,2.473087919,0.649689666
0.013489583,2.473087919,0.649689666
0.013515625,2.473087919,0.649689666
0.013541666,2.474545206,0.650368058
0.013567708,2.473087919,0.65104645
0.01359375,2.474545206,0.649689666
0.013619791,2.473087919,0.649689666
0.013645833,2.473087919,0.649689666
0.013671875,2.474545206,0.649011274
0.013697916,2.473087919,0.649689666
0.013723958,2.474545206,0.649011274
0.01375,2.474545206,0.649011274
0.013776041,2.476002492,0.649011274
0.013802083,2.474545206,0.649011274
0.013828125,2.474545206,0.649689666
0.013854166,2.476002492,0.649689666
0.013880208,2.476002492,0.649689666
0.01390625,2.476002492,0.649689666
0.013932291,2.476002492,0.650368058
0.013958333,2.476002492,0.649689666
0.013984375,2.476002492,0.649689666
0.014010416,2.476002492,0.650368058
0.014036458,2.474545206,0.650368058
0.0140625,2.476002492,0.650368058
0.014088541,2.476002492,0.649689666
0.014114583,2.476002492,0.650368058
0.014140625,2.476002492,0.649011274
0.014166666,2.476002492,0.650368058
0.014192708,2.476002492,0.650368058
0.01421875,2.476002492,0.650368058
0.014244791,2.476002492,0.649689666
0.014270833,2.476002492,0.650368058
0.014296875,2.477459779,0.650368058
0.014322916,2.477459779,0.649689666
0.014348958,2.476002492,0.649011274
0.014375,2.478917065,0.649689666
0.014401041,2.478917065,0.649011274
0.014427083,2.477459779,0.648332882
0.014453125,2.478917065,0.648332882
0.014479166,2.477459779,0.648332882
0.014505208,2.477459779,0.649011274
0.01453125,2.477459779,0.649689666
0.014557291,2.478917065,0.649689666
0.014583333,2.478917065,0.649689666
0.014609375,2.478917065,0.649689666
0.014635416,2.478917065,0.649689666
0.014661458,2.478917065,0.649011274
0.0146875,2.478917065,0.649011274
0.014713541,2.480374351,0.648332882
0.014739583,2.478917065,0.648332882
0.014765625,2.478917065,0.648332882
0.014791666,2.480374351,0.648332882
0.014817708,2.478917065,0.649689666
0.01484375,2.478917065,0.649011274
0.014869791,2.478917065,0.649011274
0.014895833,2.478917065,0.649011274
0.014921875,2.478917065,0.649011274
0.014947916,2.480374351,0.649011274
0.014973958,2.481831638,0.649011274
0.015,2.481831638,0.649689666
0.015026041,2.480374351,0.649011274
0.015052083,2.480374351,0.648332882
0.015078125,2.481831638,0.649011274
0.015104166,2.481831638,0.649011274
0.015130208,2.483288924,0.649011274
0.01515625,2.481831638,0.649689666
0.015182291,2.481831638,0.649011274
0.015208333,2.483288924,0.649689666
0.015234375,2.481831638,0.649689666
0.015260416,2.483288924,0.649689666
0.015286458,2.483288924,0.649689666
0.0153125,2.481831638,0.649689666
0.015338541,2.483288924,0.648332882
0.015364583,2.481831638,0.649011274
0.015390625,2.481831638,0.649689666
0.015416666,2.483288924,0.649689666
0.015442708,2.483288924,0.649011274
0.01546875,2.483288924,0.649011274
0.015494791,2.483288924,0.649011274
0.015520833,2.484746211,0.649011274
0.015546875,2.483288924,0.649011274
0.015572916,2.483288924,0.649011274
0.015598958,2.486203497,0.649011274
0.015625,2.484746211,0.648332882
0.015651041,2.486203497,0.64765449
0.015677083,2.484746211,0.648332882
0.015703125,2.484746211,0.648332882
0.015729166,2.486203497,0.648332882
0.015755208,2.484746211,0.648332882
0.01578125,2.484746211,0.648332882
0.015807291,2.486203497,0.648332882
0.015833333,2.486203497,0.648332882
0.015859375,2.486203497,0.648332882
0.015885416,2.486203497,0.648332882
0.015911458,2.487660783,0.64765449
0.0159375,2.484746211,0.648332882
0.015963541,2.486203497,0.648332882
0.015989583,2.487660783,0.648332882
0.016015625,2.487660783,0.648332882
0.016041666,2.487660783,0.648332882
0.016067708,2.487660783,0.648332882
0.01609375,2.487660783,0.648332882
0.016119791,2.487660783,0.648332882
0.016145833,2.487660783,0.648332882
0.016171875,2.487660783,0.649011274
0.016197916,2.48911807,0.649011274
0.016223958,2.48911807,0.648332882
0.01625,2.48911807,0.648332882
0.016276041,2.48911807,0.648332882
0.016302083,2.48911807,0.649011274
0.016328125,2.48911807,0.649011274
0.016354166,2.487660783,0.649011274
0.016380208,2.48911807,0.649011274
0.01640625,2.48911807,0.648332882
0.016432291,2.48911807,0.648332882
0.016458333,2.487660783,0.648332882
0.016484375,2.48911807,0.648332882
0.016510416,2.48911807,0.648332882
0.016536458,2.48911807,0.648332882
0.0165625,2.490575356,0.648332882
0.016588541,2.490575356,0.64765449
0.016614583,2.490575356,0.64765449
0.016640625,2.490575356,0.64765449
0.016666666,2.490575356,0.648332882
0.016692708,2.490575356,0.649011274
0.01671875,2.490575356,0.648332882
0.016744791,2.490575356,0.648332882
0.016770833,2.490575356,0.64765449
0.016796875,2.490575356,0.64765449
0.016822916,2.490575356,0.648332882
0.016848958,2.490575356,0.648332882
0.016875,2.490575356,0.648332882
0.016901041,2.48911807,0.64765449
0.016927083,2.490575356,0.64765449
0.016953125,2.490575356,0.648332882
0.016979166,2.490575356,0.64765449
0.017005208,2.490575356,0.64765449
0.01703125,2.490575356,0.64765449
0.017057291,2.492032643,0.648332882
0.017083333,2.492032643,0.648332882
0.017109375,2.490575356,0.648332882
0.017135416,2.492032643,0.64765449
0.017161458,2.492032643,0.648332882
0.0171875,2.493489929,0.64765449
0.017213541,2.492032643,0.646976098
0.017239583,2.493489929,0.64765449
0.017265625,2.492032643,0.64765449
0.017291666,2.493489929,0.64765449
0.017317708,2.493489929,0.646976098
0.01734375,2.493489929,0.648332882
0.017369791,2.493489929,0.64765449
0.017395833,2.493489929,0.64765449
0.017421875,2.493489929,0.64765449
0.017447916,2.493489929,0.646976098
0.017473958,2.493489929,0.64765449
0.0175,2.493489929,0.64765449
0.017526041,2.494947216,0.646976098
0.017552083,2.493489929,0.64765449
0.017578125,2.493489929,0.64765449
0.017604166,2.493489929,0.64765449
0.017630208,2.493489929,0.64765449
0.01765625,2.494947216,0.64765449
0.017682291,2.494947216,0.64765449
0.017708333,2.494947216,0.64765449
0.017734375,2.494947216,0.646976098
0.017760416,2.494947216,0.646976098
0.017786458,2.494947216,0.646976098
0.0178125,2.494947216,0.646976098
0.017838541,2.494947216,0.64765449
0.017864583,2.494947216,0.64765449
0.017890625,2.493489929,0.64765449
0.017916666,2.494947216,0.648332882
0.017942708,2.494947216,0.64765449
0.01796875,2.494947216,0.648332882
0.017994791,2.494947216,0.64765449
0.018020833,2.494947216,0.648332882
0.018046875,2.494947216,0.648332882
0.018072916,2.494947216,0.648332882
0.018098958,2.494947216,0.64765449
0.018125,2.494947216,0.646976098
0.018151041,2.494947216,0.646976098
0.018177083,2.496404502,0.646297706
0.018203125,2.496404502,0.646297706
0.018229166,2.496404502,0.646976098
0.018255208,2.496404502,0.646976098
0.01828125,2.496404502,0.646297706
0.018307291,2.497861788,0.646297706
0.018333333,2.497861788,0.646297706
0.018359375,2.496404502,0.646297706
0.018385416,2.496404502,0.646976098
0.018411458,2.496404502,0.646976098
0.0184375,2.496404502,0.646297706
0.018463541,2.497861788,0.646297706
0.018489583,2.496404502,0.645619314
0.018515625,2.497861788,0.645619314
0.018541666,2.497861788,0.645619314
0.018567708,2.496404502,0.644940922
0.01859375,2.497861788,0.645619314
0.018619791,2.497861788,0.645619314
0.018645833,2.497861788,0.645619314
0.018671875,2.497861788,0.645619314
0.018697916,2.497861788,0.645619314
0.018723958,2.499319075,0.646976098
0.01875,2.499319075,0.646976098
0.018776041,2.499319075,0.646976098
0.018802083,2.499319075,0.646976098
0.018828125,2.499319075,0.646297706
0.018854166,2.499319075,0.646297706
0.018880208,2.499319075,0.646976098
0.01890625,2.499319075,0.646976098
0.018932291,2.500776361,0.646976098
0.018958333,2.499319075,0.646297706
0.018984375,2.499319075,0.646297706
0.019010416,2.499319075,0.646976098
0.019036458,2.500776361,0.646297706
0.0190625,2.499319075,0.646297706
0.019088541,2.499319075,0.646297706
0.019114583,2.499319075,0.646297706
0.019140625,2.499319075,0.646297706
0.019166666,2.499319075,0.646297706
0.019192708,2.499319075,0.646297706
0.01921875,2.500776361,0.646297706
0.019244791,2.500776361,0.646297706
0.019270833,2.502233648,0.646976098
0.019296875,2.502233648,0.645619314
0.019322916,2.502233648,0.644940922
0.019348958,2.502233648,0.645619314
0.019375,2.502233648,0.646297706
0.019401041,2.502233648,0.646976098
0.019427083,2.502233648,0.646297706
0.019453125,2.503690934,0.645619314
0.019479166,2.502233648,0.646297706
0.019505208,2.502233648,0.645619314
0.01953125,2.502233648,0.646297706
0.019557291,2.502233648,0.646297706
0.019583333,2.502233648,0.645619314
0.019609375,2.503690934,0.645619314
0.019635416,2.502233648,0.646297706
0.019661458,2.503690934,0.646297706
0.0196875,2.502233648,0.646976098
0.019713541,2.502233648,0.646297706
0.019739583,2.503690934,0.646297706
0.019765625,2.503690934,0.645619314
0.019791666,2.503690934,0.644940922
0.019817708,2.503690934,0.644940922
0.01984375,2.50514822,0.644940922
0.019869791,2.50514822,0.645619314
0.019895833,2.503690934,0.644940922
0.019921875,2.50514822,0.645619314
0.019947916,2.50514822,0.646297706
0.019973958,2.50514822,0.645619314
0.02,2.50514822,0.645619314
0.020026041,2.50514822,0.645619314
0.020052083,2.503690934,0.645619314
0.020078125,2.503690934,0.645619314
0.020104166,2.503690934,0.646976098
0.020130208,2.50514822,0.646297706
0.02015625,2.506605507,0.646297706
0.020182291,2.506605507,0.646976098
0.020208333,2.506605507,0.645619314
0.020234374,2.50514822,0.646297706
0.020260416,2.50514822,0.646297706
0.020286458,2.50514822,0.645619314
0.020312499,2.506605507,0.645619314
0.020338541,2.506605507,0.645619314
0.020364583,2.50514822,0.644940922
0.020390624,2.50514822,0.644940922
0.020416666,2.50514822,0.645619314
0.020442708,2.508062793,0.644940922
0.020468749,2.508062793,0.644940922
0.020494791,2.506605507,0.645619314
0.020520833,2.506605507,0.646297706
0.020546874,2.508062793,0.645619314
0.020572916,2.506605507,0.646297706
0.020598958,2.50952008,0.646297706
0.020624999,2.508062793,0.646297706
0.020651041,2.508062793,0.645619314
0.020677083,2.50952008,0.645619314
0.020703124,2.508062793,0.646297706
0.020729166,2.508062793,0.645619314
0.020755208,2.508062793,0.645619314
0.020781249,2.508062793,0.645619314
0.020807291,2.508062793,0.645619314
0.020833333,2.508062793,0.645619314
0.020859374,2.50952008,0.644940922
0.020885416,2.508062793,0.645619314
0.020911458,2.506605507,0.645619314
0.020937499,2.508062793,0.644940922
0.020963541,2.50952008,0.644940922
0.020989583,2.50952008,0.64426253
0.021015624,2.510977366,0.64426253
0.021041666,2.510977366,0.643584138
0.021067708,2.510977366,0.643584138
0.021093749,2.510977366,0.644940922
0.021119791,2.510977366,0.64426253
0.021145833,2.510977366,0.644940922
0.021171874,2.50952008,0.645619314
0.021197916,2.510977366,0.645619314
0.021223958,2.510977366,0.645619314
0.021249999,2.510977366,0.645619314
0.021276041,2.510977366,0.64426253
0.021302083,2.512434653,0.644940922
0.021328124,2.512434653,0.643584138
0.021354166,2.510977366,0.64426253
0.021380208,2.512434653,0.64426253
0.021406249,2.512434653,0.64426253
0.021432291,2.512434653,0.643584138
0.021458333,2.512434653,0.64426253
0.021484374,2.510977366,0.644940922
0.021510416,2.510977366,0.64426253
0.021536458,2.512434653,0.64426253
0.021562499,2.512434653,0.644940922
0.021588541,2.512434653,0.64426253
0.021614583,2.513891939,0.644940922
0.021640624,2.512434653,0.64426253
0.021666666,2.513891939,0.64426253
0.021692708,2.513891939,0.64426253
0.021718749,2.513891939,0.64426253
0.021744791,2.513891939,0.643584138
0.021770833,2.513891939,0.64426253
0.021796874,2.513891939,0.643584138
0.021822916,2.513891939,0.643584138
0.021848958,2.513891939,0.643584138
0.021874999,2.513891939,0.642905746
0.021901041,2.513891939,0.642905746
0.021927083,2.513891939,0.64426253
0.021953124,2.513891939,0.64426253
0.021979166,2.513891939,0.64426253
0.022005208,2.513891939,0.64426253
0.022031249,2.513891939,0.64426253
0.022057291,2.515349225,0.64426253
0.022083333,2.515349225,0.643584138
0.022109374,2.515349225,0.64426253
0.022135416,2.515349225,0.643584138
0.022161458,2.515349225,0.642905746
0.022187499,2.515349225,0.643584138
0.022213541,2.515349225,0.643584138
0.022239583,2.516806512,0.643584138
0.022265624,2.515349225,0.64426253
0.022291666,2.516806512,0.64426253
0.022317708,2.516806512,0.64426253
0.022343749,2.516806512,0.643584138
0.022369791,2.515349225,0.643584138
0.022395833,2.515349225,0.643584138
0.022421874,2.515349225,0.643584138
0.022447916,2.516806512,0.64426253
0.022473958,2.516806512,0.64426253
0.022499999,2.515349225,0.64426253
0.022526041,2.516806512,0.643584138
0.022552083,2.516806512,0.643584138
0.022578124,2.516806512,0.64426253
0.022604166,2.516806512,0.64426253
0.022630208,2.518263798,0.643584138
0.022656249,2.516806512,0.64426253
0.022682291,2.516806512,0.64426253
0.022708333,2.518263798,0.64426253
0.022734374,2.516806512,0.643584138
0.022760416,2.516806512,0.64426253
0.022786458,2.516806512,0.643584138
0.022812499,2.518263798,0.643584138
0.022838541,2.518263798,0.643584138
0.022864583,2.518263798,0.643584138
0.022890624,2.518263798,0.643584138
0.022916666,2.518263798,0.64426253
0.022942708,2.518263798,0.643584138
0.022968749,2.518263798,0.643584138
0.022994791,2.519721085,0.64426253
0.023020833,2.518263798,0.642905746
0.023046874,2.518263798,0.642905746
0.023072916,2.518263798,0.642905746
0.023098958,2.518263798,0.643584138
0.023124999,2.518263798,0.642905746
0.023151041,2.518263798,0.642905746
0.023177083,2.518263798,0.643584138
0.023203124,2.518263798,0.642905746
0.023229166,2.519721085,0.642905746
0.023255208,2.519721085,0.642905746
0.023281249,2.519721085,0.642905746
0.023307291,2.521178371,0.642905746
0.023333333,2.519721085,0.642905746
0.023359374,2.519721085,0.643584138
0.023385416,2.519721085,0.643584138
0.023411458,2.519721085,0.642905746
0.023437499,2.519721085,0.643584138
0.023463541,2.519721085,0.643584138
0.023489583,2.519721085,0.643584138
0.023515624,2.519721085,0.643584138
0.023541666,2.521178371,0.643584138
0.023567708,2.521178371,0.643584138
0.023593749,2.521178371,0.642905746
0.023619791,2.519721085,0.642905746
0.023645833,2.519721085,0.642227354
0.023671874,2.519721085,0.642905746
0.023697916,2.519721085,0.642227354
0.023723958,2.521178371,0.642227354
0.023749999,2.521178371,0.642905746
0.023776041,2.521178371,0.642227354
0.023802083,2.522635657,0.642227354
0.023828124,2.522635657,0.642227354
0.023854166,2.522635657,0.641548962
0.023880208,2.522635657,0.642905746
0.023906249,2.522635657,0.642905746
0.023932291,2.522635657,0.642227354
0.023958333,2.524092944,0.642227354
0.023984374,2.522635657,0.642905746
0.024010416,2.522635657,0.642905746
0.024036458,2.522635657,0.642227354
0.024062499,2.522635657,0.642905746
0.024088541,2.521178371,0.641548962
0.024114583,2.522635657,0.642227354
0.024140624,2.521178371,0.642227354
0.024166666,2.522635657,0.642227354
0.024192708,2.522635657,0.641548962
0.024218749,2.522635657,0.642227354
0.024244791,2.524092944,0.641548962
0.024270833,2.524092944,0.642227354
0.024296874,2.524092944,0.641548962
0.024322916,2.524092944,0.642227354
0.024348958,2.524092944,0.642227354
0.024374999,2.524092944,0.642227354
0.024401041,2.524092944,0.642227354
0.024427083,2.52555023,0.642227354
0.024453124,2.524092944,0.642227354
0.024479166,2.522635657,0.642227354
0.024505208,2.522635657,0.642227354
0.024531249,2.524092944,0.642227354
0.024557291,2.524092944,0.642227354
0.024583333,2.522635657,0.641548962
0.024609374,2.524092944,0.641548962
0.024635416,2.524092944,0.641548962
0.024661458,2.52555023,0.64087057
0.024687499,2.524092944,0.642227354
0.024713541,2.524092944,0.641548962
0.024739583,2.524092944,0.641548962
0.024765624,2.524092944,0.64087057
0.024791666,2.524092944,0.64087057
0.024817708,2.527007517,0.641548962
0.024843749,2.52555023,0.641548962
0.024869791,2.527007517,0.641548962
0.024895833,2.52555023,0.641548962
0.024921874,2.52555023,0.641548962
0.024947916,2.52555023,0.641548962
0.024973958,2.527007517,0.642227354
0.024999999,2.527007517,0.641548962
0.025026041,2.527007517,0.642227354
0.025052083,2.52555023,0.641548962
0.025078124,2.52555023,0.642227354
0.025104166,2.527007517,0.641548962
0.025130208,2.527007517,0.641548962
0.025156249,2.528464803,0.642227354
0.025182291,2.528464803,0.641548962
0.025208333,2.527007517,0.642227354
0.025234374,2.528464803,0.642905746
0.025260416,2.528464803,0.642227354
0.025286458,2.528464803,0.641548962
0.025312499,2.528464803,0.641548962
0.025338541,2.528464803,0.64087057
0.025364583,2.528464803,0.64087057
0.025390624,2.528464803,0.64087057
0.025416666,2.528464803,0.640192177
0.025442708,2.528464803,0.64087057
0.025468749,2.52992209,0.64087057
0.025494791,2.52992209,0.64087057
0.025520833,2.528464803,0.64087057
0.025546874,2.528464803,0.641548962
0.025572916,2.52992209,0.641548962
0.025598958,2.528464803,0.64087057
0.025624999,2.52992209,0.64087057
0.025651041,2.52992209,0.64087057
0.025677083,2.531379376,0.641548962
0.025703124,2.531379376,0.64087057
0.025729166,2.531379376,0.640192177
0.025755208,2.52992209,0.640192177
0.025781249,2.528464803,0.64087057
0.025807291,2.52992209,0.641548962
0.025833333,2.52992209,0.64087057
0.025859374,2.52992209,0.64087057
0.025885416,2.531379376,0.640192177
0.025911458,2.531379376,0.64087057
0.025937499,2.52992209,0.640192177
0.025963541,2.52992209,0.639513785
0.025989583,2.531379376,0.639513785
0.026015624,2.532836662,0.640192177
0.026041666,2.531379376,0.640192177
0.026067708,2.532836662,0.64087057
0.026093749,2.532836662,0.640192177
0.026119791,2.532836662,0.64087057
0.026145833,2.531379376,0.64087057
0.026171874,2.532836662,0.640192177
0.026197916,2.534293949,0.640192177
0.026223958,2.531379376,0.640192177
0.026249999,2.531379376,0.640192177
0.026276041,2.532836662,0.64087057
0.026302083,2.531379376,0.640192177
0.026328124,2.532836662,0.64087057
0.026354166,2.531379376,0.640192177
0.026380208,2.532836662,0.64087057
0.026406249,2.532836662,0.64087057
0.026432291,2.532836662,0.64087057
0.026458333,2.532836662,0.64087057
0.026484374,2.532836662,0.640192177
0.026510416,2.532836662,0.640192177
0.026536458,2.534293949,0.640192177
0.026562499,2.534293949,0.64087057
0.026588541,2.534293949,0.640192177
0.026614583,2.535751235,0.639513785
0.026640624,2.535751235,0.639513785
0.026666666,2.535751235,0.639513785
0.026692708,2.534293949,0.640192177
0.026718749,2.532836662,0.639513785
0.026744791,2.534293949,0.640192177
0.026770833,2.534293949,0.639513785
0.026796874,2.535751235,0.639513785
0.026822916,2.535751235,0.638835393
0.026848958,2.534293949,0.640192177
0.026874999,2.534293949,0.640192177
0.026901041,2.535751235,0.639513785
0.026927083,2.537208522,0.638835393
0.026953124,2.535751235,0.638835393
0.026979166,2.535751235,0.638835393
0.027005208,2.537208522,0.638835393
0.027031249,2.537208522,0.639513785
0.027057291,2.537208522,0.638835393
